Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12697,2023-02-03,-0.004524885,-0.039510526,-0.058210102,21,100
Market-Adjusted Model,12699,2023-02-03,-0.308396934,-0.393485228,-0.362082151,21,100
Market-Adjusted Model,12717,2023-02-03,0.0696599009,0.017175473,0.0159746845,21,100
Market-Adjusted Model,12741,2023-02-03,0.0178571455,-0.034163713,-0.035828071,21,100
Market-Adjusted Model,12745,2023-02-03,0.8648648587,0.6313951969,0.8111796423,21,100
Market-Adjusted Model,12747,2023-02-03,0.0125885007,-0.040513283,-0.041096716,21,100
Market-Adjusted Model,12748,2023-02-03,0.0289073751,-0.024798796,-0.024777841,21,100
Market-Adjusted Model,12751,2023-02-03,0.0039840586,-0.045639554,-0.049701158,21,100
Market-Adjusted Model,12753,2023-02-03,0.0159541736,-0.037214632,-0.037731043,21,100
Market-Adjusted Model,12754,2023-02-03,0.0963495355,0.0422789765,0.0426643191,21,100
Market-Adjusted Model,12756,2023-02-03,0.0089047518,-0.040001049,-0.044780465,21,100
Market-Adjusted Model,12759,2023-02-03,-0.19417475,-0.2606411,-0.247859967,21,100
Market-Adjusted Model,12781,2023-02-03,0.0393385738,-0.013248472,-0.014346643,21,100
Market-Adjusted Model,12783,2023-02-03,0.258411252,0.1810902786,0.2047260356,21,100
Market-Adjusted Model,12786,2023-02-03,-0.33745551,-0.427980493,-0.391140726,21,100
Market-Adjusted Model,12788,2023-02-03,-0.048223358,-0.093744631,-0.101908575,21,100
Market-Adjusted Model,12789,2023-02-03,0.0917030917,0.0413166682,0.0380178753,21,76
Market-Adjusted Model,12796,2023-02-03,-0.038046591,-0.091138932,-0.091731808,21,100
Market-Adjusted Model,12826,2023-02-03,0.1108852803,0.0554279238,0.0572000639,21,100
Market-Adjusted Model,12828,2023-02-03,-0.012678274,-0.063230434,-0.066363491,21,100
Market-Adjusted Model,12839,2023-02-03,0.0472334967,-0.005812152,-0.00645172,21,100
Market-Adjusted Model,12840,2023-02-03,-0.369613675,-0.47715918,-0.423298892,21,100
Market-Adjusted Model,12841,2023-02-03,-0.026286048,-0.079426335,-0.079971264,21,100
Market-Adjusted Model,12842,2023-02-03,0.0311124556,-0.022678196,-0.022572761,21,100
Market-Adjusted Model,12844,2023-02-03,0.0377003176,-0.016154728,-0.015984899,21,100
Market-Adjusted Model,12847,2023-02-03,0.0459779917,-0.008148213,-0.007707225,21,100
Market-Adjusted Model,12852,2023-02-03,-0.039854724,-0.089797122,-0.09353994,21,100
Market-Adjusted Model,12867,2023-02-03,-0.020244999,-0.073221667,-0.073930216,21,100
Market-Adjusted Model,12868,2023-02-03,0.0255383193,-0.027295012,-0.028146897,21,100
Market-Adjusted Model,12870,2023-02-03,0.0090962977,-0.044438667,-0.044588919,21,100
Market-Adjusted Model,12871,2023-02-03,-0.106360566,-0.161888178,-0.160045783,21,100
Market-Adjusted Model,12872,2023-02-03,-0.000058461,-0.046951292,-0.053743677,21,100
Market-Adjusted Model,12874,2023-02-03,-0.00402224,-0.057386962,-0.057707457,21,100
Market-Adjusted Model,12875,2023-02-03,0.0489297082,-0.003971028,-0.004755508,21,100
Market-Adjusted Model,12876,2023-02-03,0.0186934647,-0.034298505,-0.034991752,21,100
Market-Adjusted Model,12877,2023-02-03,0.224489775,0.1701692386,0.1708045586,21,100
Market-Adjusted Model,12880,2023-02-03,0.5874780061,0.4622167991,0.5337927897,21,100
Market-Adjusted Model,12885,2023-02-03,0.0539586332,-0.000060393,0.0002734168,21,100
Market-Adjusted Model,12886,2023-02-03,0.1241829382,0.0719763362,0.0704977218,21,100
Market-Adjusted Model,12890,2023-02-03,-0.029606846,-0.067051877,-0.083292063,21,100
Market-Adjusted Model,12895,2023-02-03,0.0058608007,-0.046752944,-0.047824416,21,100
Market-Adjusted Model,12899,2023-02-03,-0.02469536,-0.078020991,-0.078380576,21,100
Market-Adjusted Model,12902,2023-02-03,0.0132709523,-0.040187455,-0.040414264,21,100
Market-Adjusted Model,12904,2023-02-03,-0.022895419,-0.07649946,-0.076580636,21,100
Market-Adjusted Model,12905,2023-02-03,0.0895940283,0.0351152548,0.0359088119,21,100
Market-Adjusted Model,12912,2023-02-03,-0.125822779,-0.184267867,-0.179507995,21,100
Market-Adjusted Model,12913,2023-02-03,0.023340774,-0.027148568,-0.030344442,21,100
Market-Adjusted Model,12919,2023-02-03,-0.027684391,-0.081336252,-0.081369608,21,100
Market-Adjusted Model,12920,2023-02-03,0.0045145629,-0.044473057,-0.049170653,21,100
Market-Adjusted Model,12923,2023-02-03,0.1184793861,0.0649267197,0.0647941697,21,100
Market-Adjusted Model,12927,2023-02-03,0.1011510446,0.052861978,0.0474658282,21,100
Market-Adjusted Model,12928,2023-02-03,0.2428571416,0.1948939519,0.1891719252,21,100
Market-Adjusted Model,12948,2023-02-03,-0.002952291,-0.056127838,-0.056637507,21,100
Market-Adjusted Model,12949,2023-02-03,-0.001971192,-0.054866048,-0.055656409,21,100
Market-Adjusted Model,12953,2023-02-03,0.0147515219,-0.036450653,-0.038933695,21,100
Market-Adjusted Model,12961,2023-02-03,0.9905858093,2.6606853594,0.9369005929,21,100
Market-Adjusted Model,12974,2023-02-03,0.0233679424,-0.029258675,-0.030317274,21,100
Market-Adjusted Model,12975,2023-02-03,0.0544011787,0.0006621989,0.0007159623,21,100
Market-Adjusted Model,12978,2023-02-03,-0.040070447,-0.093492899,-0.093755664,21,100
Market-Adjusted Model,12979,2023-02-03,-0.007559862,-0.061020663,-0.061245078,21,100
Market-Adjusted Model,12980,2023-02-03,-0.017753857,-0.071242837,-0.071439074,21,100
Market-Adjusted Model,12981,2023-02-03,0.0750083182,0.0230051286,0.0213231018,21,100
Market-Adjusted Model,12982,2023-02-03,-0.088471826,-0.136876398,-0.142157042,21,100
Market-Adjusted Model,12991,2023-02-03,-0.034667922,-0.086852554,-0.088353138,21,100
Market-Adjusted Model,12994,2023-02-03,-0.094358997,-0.150126788,-0.148044213,21,100
Market-Adjusted Model,12996,2023-02-03,-0.019101287,-0.072677614,-0.072786503,21,100
Market-Adjusted Model,12997,2023-02-03,0.0566798326,0.0030818676,0.0029946162,21,100
Market-Adjusted Model,12998,2023-02-03,0.0940947565,0.0406346425,0.0404095401,21,100
Market-Adjusted Model,12999,2023-02-03,0.0865030365,0.0304965595,0.0328178201,21,100
Market-Adjusted Model,13000,2023-02-03,0.0841269946,0.0290192538,0.0304417782,21,100
Market-Adjusted Model,13001,2023-02-03,0.0428954674,-0.009415411,-0.010789749,21,100
Market-Adjusted Model,13002,2023-02-03,0.0132473646,-0.039951342,-0.040437852,21,100
Market-Adjusted Model,13006,2023-02-03,0.0257327132,-0.02070258,-0.027952503,21,100
Market-Adjusted Model,13007,2023-02-03,0.0953141271,0.0390762398,0.0416289107,21,100
Market-Adjusted Model,13016,2023-02-03,0.0639806755,0.0097269809,0.0102954591,21,100
Market-Adjusted Model,13019,2023-02-03,0.2579522284,0.1817254131,0.204267012,21,100
Market-Adjusted Model,13023,2023-02-03,-0.011731793,-0.064936966,-0.06541701,21,100
Market-Adjusted Model,13024,2023-02-03,-0.000625496,-0.053867756,-0.054310713,21,100
Market-Adjusted Model,13025,2023-02-03,-0.020545475,-0.073951254,-0.074230691,21,100
Market-Adjusted Model,13026,2023-02-03,-0.001508728,-0.054781269,-0.055193944,21,100
Market-Adjusted Model,13027,2023-02-03,0.0173184055,-0.035904984,-0.036366811,21,100
Market-Adjusted Model,13029,2023-02-03,0.0353226208,-0.016703749,-0.018362596,21,100
Market-Adjusted Model,13030,2023-02-03,-0.111111164,-0.153219654,-0.16479638,21,100
Market-Adjusted Model,13031,2023-02-03,0.6450944935,0.5384596758,0.5914092771,21,100
Market-Adjusted Model,13032,2023-02-03,-0.475946817,-0.601402497,-0.529632034,21,100
Market-Adjusted Model,13033,2023-02-03,0.0249200798,-0.028355735,-0.028765137,21,100
Market-Adjusted Model,13034,2023-02-03,-0.019217379,-0.071660876,-0.072902595,21,100
Market-Adjusted Model,13035,2023-02-03,-0.012335411,-0.060465572,-0.066020627,21,100
Market-Adjusted Model,13046,2023-02-03,0.0088208754,-0.03981634,-0.044864341,21,100
Market-Adjusted Model,13076,2023-02-03,0.0549592617,0.000855264,0.0012740453,21,100
Market-Adjusted Model,13079,2023-02-03,0.0286914667,-0.023518053,-0.02499375,21,100
Market-Adjusted Model,13085,2023-02-03,0.0370200186,-0.015334704,-0.016665198,21,100
Market-Adjusted Model,13089,2023-02-03,0.0777601038,0.023019193,0.0240748874,21,100
Market-Adjusted Model,13092,2023-02-03,0.0804813585,0.0255262911,0.0267961421,21,100
Market-Adjusted Model,13102,2023-02-03,-0.027551454,-0.08022283,-0.08123667,21,100
Market-Adjusted Model,13103,2023-02-03,0.1833828013,0.1213716447,0.1296975849,21,100
Market-Adjusted Model,13105,2023-02-03,-0.017012077,-0.068862242,-0.070697293,21,100
Market-Adjusted Model,13108,2023-02-03,-0.037084386,-0.070846828,-0.090769603,21,100
Market-Adjusted Model,13111,2023-02-03,-0.077994419,-0.127945407,-0.131679636,21,100
Market-Adjusted Model,13114,2023-02-03,0.0234938721,-0.025723385,-0.030191344,21,100
Market-Adjusted Model,13116,2023-02-03,-0.015341256,-0.060839684,-0.069026473,21,100
Market-Adjusted Model,13122,2023-02-03,0.1289981755,0.0695000052,0.0753129591,21,100
Market-Adjusted Model,13124,2023-02-03,-0.012833356,-0.046923,-0.066518573,21,100
Market-Adjusted Model,13126,2023-02-03,-0.015849995,-0.068628723,-0.069535211,21,100
Market-Adjusted Model,13129,2023-02-03,-0.010826156,-0.059733108,-0.064511372,21,100
Market-Adjusted Model,13130,2023-02-03,-0.006608264,-0.059680346,-0.06029348,21,100
Market-Adjusted Model,13131,2023-02-03,0.0335929618,-0.019102066,-0.020092255,21,100
Market-Adjusted Model,13132,2023-02-03,0.1025478048,0.0495411969,0.0488625884,21,100
Market-Adjusted Model,13137,2023-02-03,-0.005829078,-0.05932596,-0.059514295,21,100
Market-Adjusted Model,13138,2023-02-03,0.0087315838,-0.04480189,-0.044953633,21,100
Market-Adjusted Model,13142,2023-02-03,-0.182320466,-0.218852123,-0.236005682,21,100
Market-Adjusted Model,13159,2023-02-03,-0.357727289,-0.470716737,-0.411412505,21,100
Market-Adjusted Model,13168,2023-02-03,0.0045891911,-0.037243406,-0.049096025,21,100
Market-Adjusted Model,13176,2023-02-03,-0.017814389,-0.070861504,-0.071499605,21,100
Market-Adjusted Model,13180,2023-02-03,-0.070422574,-0.122237073,-0.124107791,21,100
Market-Adjusted Model,13181,2023-02-03,0.0693447198,0.0186267038,0.0156595034,21,100
Market-Adjusted Model,13182,2023-02-03,0.0366296865,-0.016732846,-0.01705553,21,100
Market-Adjusted Model,13188,2023-02-03,0.0112137701,-0.040034602,-0.042471446,21,100
Market-Adjusted Model,13189,2023-02-03,-0.018867955,-0.072266795,-0.072553172,21,100
Market-Adjusted Model,13190,2023-02-03,-0.003071643,-0.056352662,-0.05675686,21,100
Market-Adjusted Model,13193,2023-02-03,0.0311326641,-0.021900104,-0.022552552,21,100
Market-Adjusted Model,13196,2023-02-03,0.0494505465,-0.000554968,-0.00423467,21,100
Market-Adjusted Model,13198,2023-02-03,0.0196158542,-0.032171406,-0.034069362,21,100
Market-Adjusted Model,13202,2023-02-03,0.0353571458,0.002506814,-0.018328071,21,100
Market-Adjusted Model,13206,2023-02-03,-0.033457305,-0.086940876,-0.087142521,21,100
Market-Adjusted Model,13210,2023-02-03,0.0065773498,-0.036500448,-0.047107867,21,100
Market-Adjusted Model,13211,2023-02-03,0.0216947038,-0.031120005,-0.031990513,21,100
Market-Adjusted Model,13214,2023-02-03,0.0145520342,-0.038147471,-0.039133182,21,100
Market-Adjusted Model,13217,2023-02-03,0.0357880569,-0.017801389,-0.017897159,21,100
Market-Adjusted Model,13219,2023-02-03,-0.03442681,-0.086661321,-0.088112027,21,100
Market-Adjusted Model,13220,2023-02-03,-0.039799752,-0.093238086,-0.093484968,21,100
Market-Adjusted Model,13221,2023-02-03,0.0146095971,-0.037883472,-0.039075619,21,100
Market-Adjusted Model,13228,2023-02-03,-0.015664374,-0.068823427,-0.06934959,21,100
Market-Adjusted Model,13229,2023-02-03,-0.015228476,-0.068155454,-0.068913693,21,100
Market-Adjusted Model,13230,2023-02-03,-0.118570236,-0.176264039,-0.172255452,21,100
Market-Adjusted Model,13233,2023-02-03,-0.119456636,-0.177227991,-0.173141852,21,100
Market-Adjusted Model,13234,2023-02-03,-0.039003277,-0.090627274,-0.092688493,21,100
Market-Adjusted Model,13235,2023-02-03,0.0067285592,-0.046092902,-0.046956657,21,100
Market-Adjusted Model,13236,2023-02-03,-0.030853386,-0.083452199,-0.084538602,21,100
Market-Adjusted Model,13240,2023-02-03,-0.021862972,-0.075465016,-0.075548188,21,100
Market-Adjusted Model,13241,2023-02-03,-0.02648209,-0.080102136,-0.080167306,21,100
Market-Adjusted Model,13242,2023-02-03,-0.016455249,-0.070004336,-0.070140466,21,100
Market-Adjusted Model,13244,2023-02-03,-0.0256029,-0.067736117,-0.079288117,21,100
Market-Adjusted Model,13245,2023-02-03,-0.042312347,-0.096186017,-0.095997563,21,100
Market-Adjusted Model,13246,2023-02-03,-0.000948291,-0.053987837,-0.054633507,21,100
Market-Adjusted Model,13249,2023-02-03,0.2335417455,0.171447743,0.1798565291,21,100
Market-Adjusted Model,13252,2023-02-03,0.0284653679,-0.024720814,-0.025219848,21,100
Market-Adjusted Model,13253,2023-02-03,-0.016253165,-0.062741886,-0.069938381,21,100
Market-Adjusted Model,13254,2023-02-03,-0.012347282,-0.065123037,-0.066032499,21,100
Market-Adjusted Model,13260,2023-02-03,0.2085470536,0.1465896632,0.1548618372,21,100
Market-Adjusted Model,13265,2023-02-03,-0.077894726,-0.108568603,-0.131579942,21,100
Market-Adjusted Model,13268,2023-02-03,-0.034657061,-0.087345904,-0.088342278,21,100
Market-Adjusted Model,13273,2023-02-03,-0.022699626,-0.076269694,-0.076384843,21,100
Market-Adjusted Model,13278,2023-02-03,-0.022871668,-0.068101866,-0.076556885,21,100
Market-Adjusted Model,13279,2023-02-03,0.0277044903,0.0121106537,-0.025980726,21,100
Market-Adjusted Model,13284,2023-02-03,0.1964371545,0.1319154392,0.1427519381,21,100
Market-Adjusted Model,13286,2023-02-03,-0.045969739,-0.095116699,-0.099654955,21,100
Market-Adjusted Model,13293,2023-02-03,0.0789954716,0.0249710606,0.0253102552,21,100
Market-Adjusted Model,13296,2023-02-03,0.0167476678,-0.036424874,-0.036937549,21,100
Market-Adjusted Model,13300,2023-02-03,-0.017642479,-0.071175763,-0.071327695,21,100
Market-Adjusted Model,13301,2023-02-03,0.1682430107,0.1099130413,0.1145577943,21,100
Market-Adjusted Model,13302,2023-02-03,0.0483166779,0.0005727447,-0.005368539,21,100
Market-Adjusted Model,13303,2023-02-03,-0.013793093,-0.063230618,-0.067478309,21,100
Market-Adjusted Model,13305,2023-02-03,0.1462818024,0.0904158276,0.092596586,21,100
Market-Adjusted Model,13308,2023-02-03,-0.001968794,-0.055307806,-0.055654011,21,100
Market-Adjusted Model,13310,2023-02-03,0.0397568923,-0.013919034,-0.013928324,21,100
Market-Adjusted Model,13315,2023-02-03,-0.079598633,-0.129878717,-0.13328385,21,100
Market-Adjusted Model,13318,2023-02-03,0.0533698702,0.0028762821,-0.000315346,21,100
Market-Adjusted Model,13321,2023-02-03,0.0270728158,-0.023439624,-0.026612401,21,100
Market-Adjusted Model,13322,2023-02-03,-0.010836056,-0.064202802,-0.064521273,21,100
Market-Adjusted Model,13323,2023-02-03,-0.080638633,-0.127942112,-0.13432385,21,100
Market-Adjusted Model,13324,2023-02-03,0.3596490959,0.3129758177,0.3059638796,21,100
Market-Adjusted Model,13325,2023-02-03,-0.041186163,-0.094011227,-0.094871379,21,100
Market-Adjusted Model,13326,2023-02-03,0.1016536386,0.048149102,0.0479684222,21,100
Market-Adjusted Model,13328,2023-02-03,0.041412928,-0.001887498,-0.012272288,21,100
Market-Adjusted Model,13332,2023-02-03,0.0183246086,-0.030919473,-0.035360608,21,100
Market-Adjusted Model,13337,2023-02-03,0.0424202851,-0.007115231,-0.011264931,21,100
Market-Adjusted Model,13341,2023-02-03,0.0183365464,-0.034710283,-0.03534867,21,100
Market-Adjusted Model,13343,2023-02-03,-0.02044291,-0.066058516,-0.074128127,21,100
Market-Adjusted Model,13344,2023-02-03,0.0657662279,0.0127097058,0.0120810115,21,100
Market-Adjusted Model,13345,2023-02-03,-0.014768147,-0.068107573,-0.068453364,21,100
Market-Adjusted Model,13348,2023-02-03,-0.008914069,-0.062210997,-0.062599285,21,100
Market-Adjusted Model,13350,2023-02-03,-0.196440938,-0.256776839,-0.250126154,21,100
Market-Adjusted Model,13351,2023-02-03,0.0060312948,-0.0464426,-0.047653922,21,100
Market-Adjusted Model,13353,2023-02-03,-0.054302444,-0.108125033,-0.10798766,21,100
Market-Adjusted Model,13356,2023-02-03,-0.03630961,-0.083801571,-0.089994826,21,100
Market-Adjusted Model,13357,2023-02-03,-0.009211078,-0.062300811,-0.062896294,21,100
Market-Adjusted Model,13360,2023-02-03,-0.021381023,-0.074543991,-0.075066239,21,100
Market-Adjusted Model,13361,2023-02-03,-0.006459911,-0.059730312,-0.060145128,21,100
Market-Adjusted Model,13364,2023-02-03,-0.00068495,-0.053889363,-0.054370166,21,100
Market-Adjusted Model,13366,2023-02-03,-0.009423121,-0.057766779,-0.063108337,21,100
Market-Adjusted Model,13369,2023-02-03,0.1434370815,0.1002656737,0.0897518651,21,100
Market-Adjusted Model,13375,2023-02-03,0.0295931837,-0.021187236,-0.024092033,21,100
Market-Adjusted Model,13376,2023-02-03,-0.10447763,-0.157246773,-0.158162846,21,100
Market-Adjusted Model,13379,2023-02-03,0.1993146348,0.1357725339,0.1456294184,21,100
Market-Adjusted Model,13380,2023-02-03,-0.019495421,-0.072562453,-0.073180638,21,100
Market-Adjusted Model,13386,2023-02-03,-0.020870119,-0.074376632,-0.074555336,21,100
Market-Adjusted Model,13387,2023-02-03,-0.003750868,-0.056989934,-0.057436084,21,100
Market-Adjusted Model,13393,2023-02-03,0.0293236623,-0.02414332,-0.024361554,21,100
Market-Adjusted Model,13399,2023-02-03,0.1365914367,0.077497434,0.0829062203,21,100
Market-Adjusted Model,13401,2023-02-03,0.0128078956,-0.035509653,-0.040877321,21,100
Market-Adjusted Model,13403,2023-02-03,0.1230134418,0.0671884752,0.0693282254,21,100
Market-Adjusted Model,13405,2023-02-03,0.0656934219,0.0138973468,0.0120082055,21,100
Market-Adjusted Model,13407,2023-02-03,0.2697760742,0.2148365091,0.2160908578,21,100
Market-Adjusted Model,13410,2023-02-03,-0.026745959,-0.076879031,-0.080431175,21,100
Market-Adjusted Model,13411,2023-02-03,0.1052631301,0.0673462249,0.0515779137,21,100
Market-Adjusted Model,13412,2023-02-03,-0.101382498,-0.130248854,-0.155067715,21,100
Market-Adjusted Model,13428,2023-02-03,0.0209196531,-0.031720974,-0.032765563,21,100
Market-Adjusted Model,13429,2023-02-03,0.0026068427,-0.049646671,-0.051078374,21,100
Market-Adjusted Model,13431,2023-02-03,0.0175264406,-0.034946509,-0.036158776,21,100
Market-Adjusted Model,13436,2023-02-03,0.0081210523,-0.044923494,-0.045564164,21,100
Market-Adjusted Model,13437,2023-02-03,0.047980786,-0.005269183,-0.00570443,21,100
Market-Adjusted Model,13439,2023-02-03,0.0028707906,-0.048673548,-0.050814426,21,100
Market-Adjusted Model,13441,2023-02-03,0.0004583643,-0.051979303,-0.053226852,21,100
Market-Adjusted Model,13446,2023-02-03,-0.011370588,-0.064687152,-0.065055804,21,100
Market-Adjusted Model,13447,2023-02-03,0.0246948546,-0.023024571,-0.028990362,21,100
Market-Adjusted Model,13452,2023-02-03,-0.028447744,-0.079573959,-0.08213296,21,100
Market-Adjusted Model,13453,2023-02-03,0.3046633448,0.2374105771,0.2509781284,21,100
Market-Adjusted Model,13455,2023-02-03,-0.242798357,-0.310917686,-0.296483573,21,100
Market-Adjusted Model,13501,2023-02-03,0.0139101929,-0.039190232,-0.039775023,21,100
Market-Adjusted Model,13503,2023-02-03,0.0098394176,-0.043349834,-0.043845799,21,100
Market-Adjusted Model,13505,2023-02-03,0.0155540911,-0.037704216,-0.038131125,21,100
Market-Adjusted Model,13508,2023-02-03,0.2273263108,0.1602907911,0.1736410944,21,100
Market-Adjusted Model,13510,2023-02-03,0.001618594,-0.051332648,-0.052066622,21,100
Market-Adjusted Model,13511,2023-02-03,0.203041651,0.1369727353,0.1493564346,21,100
Market-Adjusted Model,13512,2023-02-03,0.0545064916,0.000747496,0.0008212752,21,100
Market-Adjusted Model,13519,2023-02-03,-0.020628691,-0.071738088,-0.074313908,21,100
Market-Adjusted Model,13520,2023-02-03,0.1238560527,0.0704877711,0.0701708363,21,100
Market-Adjusted Model,13527,2023-02-03,0.1593588704,0.0961318745,0.105673654,21,100
